Recipe ID	MakeItem Total	MakeItem TID	MakeItem Name	MakeItem Count	MakeItem IsFail	BonusItem TID	BonusItem Name	Item Option Min	Item Option Max	Socket Inchant Min	Socket Inchant Max	Combine Use Price	timer(msec)	Resource TotalCount	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count
6	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10306	Mercoon <Rank 6>	1																								
6	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10306	Mercoon <Rank 6>	1																								
6	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10306	Mercoon <Rank 6>	1																								
6	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10306	Mercoon <Rank 6>	1																								
6	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10306	Mercoon <Rank 6>	1																								
6	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10306	Mercoon <Rank 6>	1																								
6	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10306	Mercoon <Rank 6>	1																								
7	10	10308	Mercoon <Rank 8>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
7	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10307	Mercoon <Rank 7>	1																								
8	10	10309	Mercoon <Rank 9>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
8	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10308	Mercoon <Rank 8>	1																								
9	10	10310	Mercoon <Rank 10>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
9	10	10303	Mercoon <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10309	Mercoon <Rank 9>	1																								
10	1	2203	Braincastle Boots	1	0			1	3	2	2	2464		9	200	Earth Elemental Stone	2	202	Wind Elemental Stone	2	204	Magic Elemental Stone	2	471	Defense Prayer Stone<Lv1>	2	474	Life Prayer Stone<Lv1>	2	480	Mana Prayer Stone<Lv1>	2	600	Stamina Buff Prayer Stone<Lv1>	2	840	Spirit Uplift Prayer Stone<Lv1>	2	2115	Soulguider Boots	1			
11	1	10312	Ramda <Rank 2>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10311	Ramda <Rank 1>	1																								
12	1	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10312	Ramda <Rank 2>	1																								
13	2	10314	Ramda <Rank 4>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10313	Ramda <Rank 3>	1																								
13	2	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10313	Ramda <Rank 3>	1																								
14	10	10315	Ramda <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10315	Ramda <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10315	Ramda <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10315	Ramda <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
14	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10314	Ramda <Rank 4>	1																								
15	10	10316	Ramda <Rank 6>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10316	Ramda <Rank 6>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10316	Ramda <Rank 6>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
15	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10315	Ramda <Rank 5>	1																								
16	10	10317	Ramda <Rank 7>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10317	Ramda <Rank 7>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
16	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10316	Ramda <Rank 6>	1																								
17	10	10318	Ramda <Rank 8>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
17	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10317	Ramda <Rank 7>	1																								
18	10	10319	Ramda <Rank 9>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
18	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10318	Ramda <Rank 8>	1																								
19	10	10320	Ramda <Rank 10>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
19	10	10313	Ramda <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10319	Ramda <Rank 9>	1																								
20	1	1908	Chaos Tomahawk	1	0			1	3	1	4	20000		5	491	Crush Battle Axe	1	1974	Hammer of the Elementals	1	1975	Steel Anvil	1	1976	Destruction Stone	10	1977	Absorption Stone	10															
21	1	10322	Abrahya <Rank 2>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10321	Abrahya <Rank 1>	1																								
22	1	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10322	Abrahya <Rank 2>	1																								
23	2	10324	Abrahya <Rank 4>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10323	Abrahya <Rank 3>	1																								
23	2	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10323	Abrahya <Rank 3>	1																								
24	10	10325	Abrahya <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10325	Abrahya <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10325	Abrahya <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10325	Abrahya <Rank 5>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
24	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10324	Abrahya <Rank 4>	1																								
25	10	10326	Abrahya <Rank 6>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10326	Abrahya <Rank 6>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10326	Abrahya <Rank 6>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
25	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10325	Abrahya <Rank 5>	1																								
26	10	10327	Abrahya <Rank 7>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10327	Abrahya <Rank 7>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
26	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10326	Abrahya <Rank 6>	1																								
27	10	10328	Abrahya <Rank 8>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
27	10	10323	Abrahya <Rank 3>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10327	Abrahya <Rank 7>	1																								
28	10	10329	Abrahya <Rank 9>	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10328	Abrahya <Rank 8>	1																								
28	10	9001	Pet Reinforcement Manual	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10328	Abrahya <Rank 8>	1																								
28	10	9001	Pet Reinforcement Manual	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10328	Abrahya <Rank 8>	1																								
28	10	9001	Pet Reinforcement Manual	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10328	Abrahya <Rank 8>	1																								
28	10	9001	Pet Reinforcement Manual	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10328	Abrahya <Rank 8>	1																								
28	10	9001	Pet Reinforcement Manual	1	0			0	0	0	0	0		2	9001	Pet Reinforcement Manual	1	10328	Abrahya <Rank 8>	1																								
